ID;Наименование;Родитель;Категория;"Группа дочернего товара";Цена;"Акционная цена";Валюта;Артикул;"Единица измерения";"В упаковке";"На складе";"Акционный товар";"Рекомендованный товар";"Горячее предложение";Новинка;"Краткое описание";Описание;Производитель;Страна;"В комплекте";"Сопутствующие товары";Тэги;Фотографии;Цвет;Материал;Размер;Механизм;Напряжение;Синхронизация;Грузоподъемность;"Тип подъемника";Варианты
2103;"Стенд шиномонтажный (10-23 дюймов) 380В  Полуавтомат";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"TECO-27 C";штука;1.0000;0;0;0;0;0;;"<table style=""height: 170px;"" width=""384"">
<tbody>
<tr>
<td colspan=""2""><strong>TECO 27 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10-20""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>13-23""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1000 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>320 мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8-10 бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2800 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>70 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1825х940х1120 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>185 кг</td>
</tr>
</tbody>
</table>";TECO;Италия;;;;1529637942.7145.jpg;;;;;;;;;
2104;"Стенд шиномонтажный с взрывной накачкой (10-23 дюймов) 380В  Полуавтомат";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"TECO-27TI C";штука;1.0000;0;0;0;0;0;;"<table style=""height: 170px;"" width=""384"">
<tbody>
<tr>
<td colspan=""2""><strong>TECO 27TI - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10-20""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>13-23""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1000 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>320 мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8-10 бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2800 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>70 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1825х940х1120 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>185 кг</td>
</tr>
</tbody>
</table>";TECO;Италия;;;;1529637942.7277.jpg;;;;;;;;;
2105;"Стенд шиномонтажный (10-23 дюймов) 380В Автомат";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"TECO-35 C";штука;1.0000;0;0;0;0;0;;"<table style=""height: 170px;"" width=""384"">
<tbody>
<tr>
<td colspan=""2""><strong>TECO 35 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10-20""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>13-23""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1000 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>320 мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8-10 бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2800 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>70 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1825х940х1120 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>205 кг</td>
</tr>
</tbody>
</table>";TECO;Италия;;;;1529637942.7404.jpg;;;;;;;;;
2106;"Стенд шиномонтажный с взрывной накачкой (10-23 дюймов) 380В  Автомат";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;TECO-35TI;штука;1.0000;0;0;0;0;0;;"<table style=""height: 170px;"" width=""384"">
<tbody>
<tr>
<td colspan=""2""><strong>TECO 35TI - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10-20""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>13-23""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1000 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>320 мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8-10 бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2800 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>70 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1825х940х1120 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>205 кг</td>
</tr>
</tbody>
</table>";TECO;Италия;;;;1529637942.7559.jpg;;;;;;;;;
2107;"Стенд шиномонтажный с взрывной накачкой (10-23 дюймов) 380В  Автомат";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"TECO-35TI С";штука;1.0000;0;0;0;0;0;;"<table style=""height: 170px;"" width=""384"">
<tbody>
<tr>
<td colspan=""2""><strong>TECO 35 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10-20""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>13-23""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1000 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>320 мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8-10 бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2800 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>70 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1825х940х1120 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>205 кг</td>
</tr>
</tbody>
</table>";TECO;Италия;;;;1529637942.7721.jpg;;;;;;;;;
2110;"Станок шиномонтажный FLYING TCS 26 (14-26 дюймов) 380 В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"TCS 26 (380V)";штука;1.0000;44;0;0;1;0;"<p>Управление монтажной лапой осуществляется с мобильной стойки пульта управления. Высокая надежность!</p>";"<p><strong>Стенд шиномонтажный Flying TCS 26</strong> используется для работы с колесами грузовиков, сельскохозяйственной и другой тяжелой техники с размерами колес 14""-26"", максимальным диаметром 1600 мм и шириной 700 мм.&nbsp;</p>
<ul>
<li>Монтажная лапа с возможностью быстрой перемены положения для подхода с разных сторон колеса, полностью управляемая со стойки.</li>
<li>Мобильная стойка управления, обеспечивающая большее удобство при работе.</li>
<li>Регулируемые захваты без степени, одиноковая скорость поворотана левой и правой стороне.</li>
</ul>
<table>
<tbody>
<tr>
<td colspan=""2""><strong>TCS 26 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска</td>
<td>14-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1600&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>700&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>130 бар</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>2000х1580х950 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>670 кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>528 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555577148.6362.jpg;Красный;;;;380В;;;;
2115;"Стенд шиномонтажный (10-24 дюймов) 380В Полуавтомат";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"BL523 380V";штука;1.0000;0;0;0;0;0;;"<table style=""height: 170px;"" width=""384"">
<tbody>
<tr>
<td colspan=""2""><strong>BL523 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355 мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8 бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х930 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>209 кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>187 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;"1529637942.8262.JPG;1529637942.8248.JPG;1529637942.8227.JPG;1529637942.8208.JPG;1529637942.8195.jpg;1529637942.8175.jpg";;;;;;;;;
2116;"Шиномонтажный станок FLYING BL523 (10-24 дюймов) 220В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;69900;0;Рубли;BL523/04220;штука;1.0000;0;0;0;1;0;"<p>Полуавтомат с взрывной накачкой и&nbsp;3 рука (ACAP 2004).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL523&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х930 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>209&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>187 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;"1529637942.8557.JPG;1529637942.8542.JPG;1529637942.8527.JPG;1529637942.8512.jpg";;;;;;;;;
2117;"Станок шиномонтажный FLYING BL523 (10-24 дюймов) 380В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;BL523/04380;штука;1.0000;0;0;0;0;0;"<p>Полуавтомат, 3-я рука (ACAP2004)&nbsp;</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>Название - технические характеристики</strong></td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>2300 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>1065 мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8 бар</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>2340х2390х1810 мм</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;"1529637942.885.JPG;1529637942.8832.JPG;1529637942.8816.JPG;1529637942.8803.JPG;1529637942.879.jpg";;;;;;;;;
2118;"Стенд шиномонтажный 10-24 дюйма со взрывной накачкой";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;64900;0;Рубли;BL523IT(220V);штука;1.0000;1000;0;0;0;0;;"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL523IT - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>225 кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>201 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555581868.8384.jpg;;;;;;;;;
2119;"Стенд шиномонтажный 10-24 дюйма со взрывной накачкой";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;64900;0;Рубли;BL523IT(380V);штука;1.0000;1000;0;0;0;0;;"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL523IT - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>225 кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>201 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555576758.7303.jpg;;;;;;;;;
2120;"Стенд шиномонтаж. 10-24 дюйма с взрывной накачкой и 3-я рука";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;114500;0;Рубли;BL523IT/01220;штука;1.0000;1000;0;0;0;0;"<p>Полуавтомат с взрывной накачкой и&nbsp;3 рука (ACAP 2001).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL523IT/01220 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-22""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>70 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>222&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>207 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555581315.1257.png;;;;;;;;;
2121;"Шиномонтажный станок FLYING BL523IT (10-24 дюймов) 380В + ACAP2001";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;BL523IT/01380;штука;1.0000;50;0;0;0;0;"<p>Полуавтомат с взрывной накачкой и&nbsp;3-я рука (ACAP2001).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL523IT/01380- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-22""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>70 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>222&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>207 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555581348.7295.png;;;;;;;;;
2122;"Автомат шиномонтажный 10-24""";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;81900;0;Рубли;"BL533(220V)  ";штука;1.0000;1000;0;0;0;0;"<p>Автомат, используется для работы с колесами легковых автомобилей и легких грузовиков.</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х930 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>231&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>209&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555576994.8339.jpg;;;;;;;;;
2123;"Шиномонтажный станок FLYING BL533 (10-24 дюймов) 380В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;BL533(380V);штука;1.0000;50;0;0;0;0;<p>Автомат</p>;"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х930 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>231&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>209&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555576930.5856.jpg;;;;;;;;;
2124;"Автомат шиномонтажный, взрыв. накачка, 10-24 дюйма, 3-я рука";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;123500;0;Рубли;BL533IT/02220;штука;1.0000;500;0;0;0;0;"<p>Автомат c с взрывной накачкой и 3-я рука (ACAP2002).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533IT/02220 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>312&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>269&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555580518.339.png;;;;;;;;;
2125;"Шиномонтажный станок FLYING BL533IT (10-24 дюймов) 380В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;BL533IT/02380;штука;1.0000;50;0;0;0;0;"<p>Автомат с взрывной накачкой и 3-я рука (ACAP2002).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533IT/02380 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>312&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>269&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555580584.5256.png;;;;;;;;;
2126;"Шиномонтажный станок FLYING BL533IT (10-24 дюймов) 380В + ACAP 2003";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;BL533IT/03380;штука;1.0000;0;0;0;0;0;"<p>Автомат с взрывной накачкой и&nbsp;3 рука (ACAP 2003).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533IT/03380&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>352 кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>309&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555578759.1894.png;;;;;"220В;380В";;;;
2127;"Автомат шиномонтажный взрыв.нак.";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;89500;0;Рубли;"BL533IT/220V ";штука;1.0000;500;0;0;0;0;"<p>Автомат со взрывной накачкой</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533IT/220V&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>240 кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>217 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555576628.7156.jpg;;;;;;;;;
2128;"Шиномонтажный станок FLYING BL533IT (10-24 дюймов) 380В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;89500;0;Рубли;BL533IT/380V;штука;1.0000;50;0;0;0;0;"<p>Автомат с взрывной накачкой.</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533IT/380V&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>240 кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>217 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555581930.9505.jpg;;;;;;;;;
